"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","participant_id","Source","condition","success","rt","view_history","trialnum","blocknum","stimulus","response","leftDots","rightDots","baseline","increment","correct_key","target_left","current_log","correct","value","phase","dot_difference","slider_start","confidence"
"","","","","","","","","","","","Stimulus Presentation","43","2.1.0","102167","65456ebc819cdd5600552571","Prolific","0","","null","","6","1","","null","313","418","313","105","e","false","4.65","","","","","",""
"","","","","","","","","","","","Stimulus Response","44","2.1.0","103772","65456ebc819cdd5600552571","Prolific","0","","1605","","6","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","45","2.1.0","104278","65456ebc819cdd5600552571","Prolific","0","","null","","6","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","47","2.1.0","104279","65456ebc819cdd5600552571","Prolific","0","","1605","","6","1","","e","313","418","","","","false","4.65","1","","Practice","105","",""
"","","","","","","","","","","","html-keyboard-response","49","2.1.0","105280","65456ebc819cdd5600552571","Prolific","0","","null","","7","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","50","2.1.0","105592","65456ebc819cdd5600552571","Prolific","0","","null","","7","1","","null","399","313","313","86","w","true","4.45","","","","","",""
"","","","","","","","","","","","Stimulus Response","51","2.1.0","107062","65456ebc819cdd5600552571","Prolific","0","","1469","","7","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","52","2.1.0","107576","65456ebc819cdd5600552571","Prolific","0","","null","","7","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","54","2.1.0","107577","65456ebc819cdd5600552571","Prolific","0","","1469","","7","1","","w","399","313","","","","true","4.45","1","","Practice","86","",""
"","","","","","","","","","","","html-keyboard-response","56","2.1.0","108579","65456ebc819cdd5600552571","Prolific","0","","null","","8","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","57","2.1.0","108897","65456ebc819cdd5600552571","Prolific","0","","null","","8","1","","null","313","399","313","86","e","false","4.45","","","","","",""
"","","","","","","","","","","","Stimulus Response","58","2.1.0","109900","65456ebc819cdd5600552571","Prolific","0","","1002","","8","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","59","2.1.0","110416","65456ebc819cdd5600552571","Prolific","0","","null","","8","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","61","2.1.0","110416","65456ebc819cdd5600552571","Prolific","0","","1002","","8","1","","e","313","399","","","","false","4.45","1","","Practice","86","",""
"","","","","","","","","","","","html-keyboard-response","63","2.1.0","111424","65456ebc819cdd5600552571","Prolific","0","","null","","9","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","64","2.1.0","111739","65456ebc819cdd5600552571","Prolific","0","","null","","9","1","","null","383","313","313","70","w","true","4.25","","","","","",""
"","","","","","","","","","","","Stimulus Response","65","2.1.0","113043","65456ebc819cdd5600552571","Prolific","0","","1302","","9","1","","e","","","","","","","","0","","","","",""
"","","","","","","","","","","","Feedback","66","2.1.0","113551","65456ebc819cdd5600552571","Prolific","0","","null","","9","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","68","2.1.0","113552","65456ebc819cdd5600552571","Prolific","0","","1302","","9","1","","e","383","313","","","","true","4.25","0","","Practice","70","",""
"","","","","","","","","","","","html-keyboard-response","70","2.1.0","114561","65456ebc819cdd5600552571","Prolific","0","","null","","10","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","71","2.1.0","114876","65456ebc819cdd5600552571","Prolific","0","","null","","10","1","","null","313","399","313","86","e","false","4.45","","","","","",""
"","","","","","","","","","","","Stimulus Response","72","2.1.0","115646","65456ebc819cdd5600552571","Prolific","0","","768","","10","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","73","2.1.0","116158","65456ebc819cdd5600552571","Prolific","0","","null","","10","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","75","2.1.0","116159","65456ebc819cdd5600552571","Prolific","0","","768","","10","1","","e","313","399","","","","false","4.45","1","","Practice","86","",""
"","","","","","","","","","","","html-keyboard-response","77","2.1.0","117167","65456ebc819cdd5600552571","Prolific","0","","null","","11","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","78","2.1.0","117484","65456ebc819cdd5600552571","Prolific","0","","null","","11","1","","null","399","313","313","86","w","true","4.45","","","","","",""
"","","","","","","","","","","","Stimulus Response","79","2.1.0","118580","65456ebc819cdd5600552571","Prolific","0","","1096","","11","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","80","2.1.0","119089","65456ebc819cdd5600552571","Prolific","0","","null","","11","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","82","2.1.0","119089","65456ebc819cdd5600552571","Prolific","0","","1096","","11","1","","w","399","313","","","","true","4.45","1","","Practice","86","",""
"","","","","","","","","","","","html-keyboard-response","84","2.1.0","120105","65456ebc819cdd5600552571","Prolific","0","","null","","12","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","85","2.1.0","120413","65456ebc819cdd5600552571","Prolific","0","","null","","12","1","","null","313","390","313","77","e","false","4.3500000000000005","","","","","",""
"","","","","","","","","","","","Stimulus Response","86","2.1.0","121500","65456ebc819cdd5600552571","Prolific","0","","1086","","12","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","87","2.1.0","122014","65456ebc819cdd5600552571","Prolific","0","","null","","12","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","89","2.1.0","122015","65456ebc819cdd5600552571","Prolific","0","","1086","","12","1","","e","313","390","","","","false","4.3500000000000005","1","","Practice","77","",""
"","","","","","","","","","","","html-keyboard-response","91","2.1.0","123029","65456ebc819cdd5600552571","Prolific","0","","null","","13","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","92","2.1.0","123344","65456ebc819cdd5600552571","Prolific","0","","null","","13","1","","null","390","313","313","77","w","true","4.3500000000000005","","","","","",""
"","","","","","","","","","","","Stimulus Response","93","2.1.0","124278","65456ebc819cdd5600552571","Prolific","0","","933","","13","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","94","2.1.0","124786","65456ebc819cdd5600552571","Prolific","0","","null","","13","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","96","2.1.0","124786","65456ebc819cdd5600552571","Prolific","0","","933","","13","1","","w","390","313","","","","true","4.3500000000000005","1","","Practice","77","",""
"","","","","","","","","","","","html-keyboard-response","98","2.1.0","125792","65456ebc819cdd5600552571","Prolific","0","","null","","14","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","99","2.1.0","126105","65456ebc819cdd5600552571","Prolific","0","","null","","14","1","","null","313","383","313","70","e","false","4.250000000000001","","","","","",""
"","","","","","","","","","","","Stimulus Response","100","2.1.0","126627","65456ebc819cdd5600552571","Prolific","0","","521","","14","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","101","2.1.0","127131","65456ebc819cdd5600552571","Prolific","0","","null","","14","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","103","2.1.0","127131","65456ebc819cdd5600552571","Prolific","0","","521","","14","1","","e","313","383","","","","false","4.250000000000001","1","","Practice","70","",""
"","","","","","","","","","","","html-keyboard-response","105","2.1.0","128133","65456ebc819cdd5600552571","Prolific","0","","null","","15","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","106","2.1.0","128449","65456ebc819cdd5600552571","Prolific","0","","null","","15","1","","null","383","313","313","70","w","true","4.250000000000001","","","","","",""
"","","","","","","","","","","","Stimulus Response","107","2.1.0","129123","65456ebc819cdd5600552571","Prolific","0","","673","","15","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","108","2.1.0","129632","65456ebc819cdd5600552571","Prolific","0","","null","","15","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","110","2.1.0","129632","65456ebc819cdd5600552571","Prolific","0","","673","","15","1","","w","383","313","","","","true","4.250000000000001","1","","Practice","70","",""
"","","","","","","","","","","","html-keyboard-response","112","2.1.0","130645","65456ebc819cdd5600552571","Prolific","0","","null","","16","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","113","2.1.0","130958","65456ebc819cdd5600552571","Prolific","0","","null","","16","1","","null","313","376","313","63","e","false","4.150000000000001","","","","","",""
"","","","","","","","","","","","Stimulus Response","114","2.1.0","131434","65456ebc819cdd5600552571","Prolific","0","","475","","16","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","115","2.1.0","131948","65456ebc819cdd5600552571","Prolific","0","","null","","16","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","117","2.1.0","131948","65456ebc819cdd5600552571","Prolific","0","","475","","16","1","","e","313","376","","","","false","4.150000000000001","1","","Practice","63","",""
"","","","","","","","","","","","html-keyboard-response","119","2.1.0","132957","65456ebc819cdd5600552571","Prolific","0","","null","","17","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","120","2.1.0","133274","65456ebc819cdd5600552571","Prolific","0","","null","","17","1","","null","376","313","313","63","w","true","4.150000000000001","","","","","",""
"","","","","","","","","","","","Stimulus Response","121","2.1.0","133948","65456ebc819cdd5600552571","Prolific","0","","673","","17","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","122","2.1.0","134451","65456ebc819cdd5600552571","Prolific","0","","null","","17","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","124","2.1.0","134452","65456ebc819cdd5600552571","Prolific","0","","673","","17","1","","w","376","313","","","","true","4.150000000000001","1","","Practice","63","",""
"","","","","","","","","","","","html-keyboard-response","126","2.1.0","135456","65456ebc819cdd5600552571","Prolific","0","","null","","18","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","127","2.1.0","135771","65456ebc819cdd5600552571","Prolific","0","","null","","18","1","","null","313","370","313","57","e","false","4.050000000000002","","","","","",""
"","","","","","","","","","","","Stimulus Response","128","2.1.0","136085","65456ebc819cdd5600552571","Prolific","0","","314","","18","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","129","2.1.0","136590","65456ebc819cdd5600552571","Prolific","0","","null","","18","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","131","2.1.0","136591","65456ebc819cdd5600552571","Prolific","0","","314","","18","1","","e","313","370","","","","false","4.050000000000002","1","","Practice","57","",""
"","","","","","","","","","","","html-keyboard-response","133","2.1.0","137605","65456ebc819cdd5600552571","Prolific","0","","null","","19","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","134","2.1.0","137914","65456ebc819cdd5600552571","Prolific","0","","null","","19","1","","null","370","313","313","57","w","true","4.050000000000002","","","","","",""
"","","","","","","","","","","","Stimulus Response","135","2.1.0","138604","65456ebc819cdd5600552571","Prolific","0","","690","","19","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","136","2.1.0","139106","65456ebc819cdd5600552571","Prolific","0","","null","","19","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","138","2.1.0","139107","65456ebc819cdd5600552571","Prolific","0","","690","","19","1","","w","370","313","","","","true","4.050000000000002","1","","Practice","57","",""
"","","","","","","","","","","","html-keyboard-response","140","2.1.0","140112","65456ebc819cdd5600552571","Prolific","0","","null","","20","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","141","2.1.0","140425","65456ebc819cdd5600552571","Prolific","0","","null","","20","1","","null","313","365","313","52","e","false","3.9500000000000015","","","","","",""
"","","","","","","","","","","","Stimulus Response","142","2.1.0","140858","65456ebc819cdd5600552571","Prolific","0","","432","","20","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","143","2.1.0","141373","65456ebc819cdd5600552571","Prolific","0","","null","","20","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","145","2.1.0","141373","65456ebc819cdd5600552571","Prolific","0","","432","","20","1","","e","313","365","","","","false","3.9500000000000015","1","","Practice","52","",""
"","","","","","","","","","","","html-keyboard-response","147","2.1.0","142389","65456ebc819cdd5600552571","Prolific","0","","null","","21","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","148","2.1.0","142702","65456ebc819cdd5600552571","Prolific","0","","null","","21","1","","null","313","365","313","52","e","false","3.9500000000000015","","","","","",""
"","","","","","","","","","","","Stimulus Response","149","2.1.0","143606","65456ebc819cdd5600552571","Prolific","0","","903","","21","1","","w","","","","","","","","0","","","","",""
"","","","","","","","","","","","Feedback","150","2.1.0","144111","65456ebc819cdd5600552571","Prolific","0","","null","","21","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","152","2.1.0","144112","65456ebc819cdd5600552571","Prolific","0","","903","","21","1","","w","313","365","","","","false","3.9500000000000015","0","","Practice","52","",""
"","","","","","","","","","","","html-keyboard-response","154","2.1.0","145124","65456ebc819cdd5600552571","Prolific","0","","null","","22","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","155","2.1.0","145434","65456ebc819cdd5600552571","Prolific","0","","null","","22","1","","null","370","313","313","57","w","true","4.050000000000002","","","","","",""
"","","","","","","","","","","","Stimulus Response","156","2.1.0","213659","65456ebc819cdd5600552571","Prolific","0","","68224","","22","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","157","2.1.0","214173","65456ebc819cdd5600552571","Prolific","0","","null","","22","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","159","2.1.0","214173","65456ebc819cdd5600552571","Prolific","0","","68224","","22","1","","w","370","313","","","","true","4.050000000000002","1","","Practice","57","",""
"","","","","","","","","","","","html-keyboard-response","161","2.1.0","215175","65456ebc819cdd5600552571","Prolific","0","","null","","23","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","162","2.1.0","215488","65456ebc819cdd5600552571","Prolific","0","","null","","23","1","","null","313","370","313","57","e","false","4.050000000000002","","","","","",""
"","","","","","","","","","","","Stimulus Response","163","2.1.0","216130","65456ebc819cdd5600552571","Prolific","0","","642","","23","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","164","2.1.0","216651","65456ebc819cdd5600552571","Prolific","0","","null","","23","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","166","2.1.0","216652","65456ebc819cdd5600552571","Prolific","0","","642","","23","1","","e","313","370","","","","false","4.050000000000002","1","","Practice","57","",""
"","","","","","","","","","","","html-keyboard-response","168","2.1.0","217666","65456ebc819cdd5600552571","Prolific","0","","null","","24","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","169","2.1.0","217979","65456ebc819cdd5600552571","Prolific","0","","null","","24","1","","null","365","313","313","52","w","true","3.9500000000000015","","","","","",""
"","","","","","","","","","","","Stimulus Response","170","2.1.0","218668","65456ebc819cdd5600552571","Prolific","0","","688","","24","1","","w","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","171","2.1.0","219183","65456ebc819cdd5600552571","Prolific","0","","null","","24","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","173","2.1.0","219183","65456ebc819cdd5600552571","Prolific","0","","688","","24","1","","w","365","313","","","","true","3.9500000000000015","1","","Practice","52","",""
"","","","","","","","","","","","html-keyboard-response","175","2.1.0","220196","65456ebc819cdd5600552571","Prolific","0","","null","","25","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","176","2.1.0","220509","65456ebc819cdd5600552571","Prolific","0","","null","","25","1","","null","365","313","313","52","w","true","3.9500000000000015","","","","","",""
"","","","","","","","","","","","Stimulus Response","177","2.1.0","220903","65456ebc819cdd5600552571","Prolific","0","","395","","25","1","","e","","","","","","","","0","","","","",""
"","","","","","","","","","","","Feedback","178","2.1.0","221410","65456ebc819cdd5600552571","Prolific","0","","null","","25","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","180","2.1.0","221410","65456ebc819cdd5600552571","Prolific","0","","395","","25","1","","e","365","313","","","","true","3.9500000000000015","0","","Practice","52","",""
"","","","","","","","","","","","html-keyboard-response","182","2.1.0","222421","65456ebc819cdd5600552571","Prolific","0","","null","","26","1","<p style=""font-size: 70pt;"">+</p>","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Stimulus Presentation","183","2.1.0","222735","65456ebc819cdd5600552571","Prolific","0","","null","","26","1","","null","313","370","313","57","e","false","4.050000000000002","","","","","",""
"","","","","","","","","","","","Stimulus Response","184","2.1.0","223478","65456ebc819cdd5600552571","Prolific","0","","742","","26","1","","e","","","","","","","","1","","","","",""
"","","","","","","","","","","","Feedback","185","2.1.0","223981","65456ebc819cdd5600552571","Prolific","0","","null","","26","1","","null","","","","","","","","","","","","",""
"","","","","","","","","","","","Summary Trial","187","2.1.0","223982","65456ebc819cdd5600552571","Prolific","0","","742","","26","1","","e","313","370","","","","false","4.050000000000002","1","","Practice","57","",""
"","","","","","","","","","","","instructions","188","2.1.0","233424","65456ebc819cdd5600552571","Prolific","0","","9442","[{""page_index"":0,""viewing_time"":9442}]","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Confidence Rating","189","2.1.0","243851","65456ebc819cdd5600552571","Prolific","0","","10424","","","","A rating scale as shown below is used throughout the task. 
        You will select any point with your mouse.<br>Choose any point on the 
          scale and click &apos;Submit&apos; to continue.<br><br>
            <div id=""conf1"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:15px;""></div>
            <div id=""conf2"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:169px;""></div>
            <div id=""conf3"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:323px;""></div>
            <div id=""conf4"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:477px;""></div>
     <div id=""conf5"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:631px;""></div>","4","","","","","","","","","","","","50",""
"","","","","","","","","","","","Confidence Rating","190","2.1.0","249489","65456ebc819cdd5600552571","Prolific","0","","5637","","","","During the task, if you are <strong>very sure</strong> that you made the correct judgement, you should respond <strong>&apos;Certain&apos;</strong><br><br>
            <div id=""conf1"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:15px;""></div>
            <div id=""conf2"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:169px;""></div>
            <div id=""conf3"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:323px;""></div>
            <div id=""conf4"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:477px;""></div>
   <div id=""conf5"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:631px;""></div>","6","","","","","","","","","","","","50",""
"","","","","","","","","","","","Confidence Rating","191","2.1.0","251324","65456ebc819cdd5600552571","Prolific","0","","1831","","","","If you are <strong>very unsure</strong> you made the correct judgement, you should respond <strong>&apos;Guessing&apos;</strong><br><br>
            <div id=""conf1"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:15px;""></div>
            <div id=""conf2"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:169px;""></div>
            <div id=""conf3"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:323px;""></div>
            <div id=""conf4"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:477px;""></div>
 <div id=""conf5"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:631px;""></div>","1","","","","","","","","","","","","1",""
"","","","","","","","","","","","Confidence Rating","192","2.1.0","253564","65456ebc819cdd5600552571","Prolific","0","","2239","","","","If you are <strong>somewhat sure</strong> about being correct, you should select a rating between the two descriptions.<br><br>
            <div id=""conf1"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:15px;""></div>
            <div id=""conf2"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:169px;""></div>
            <div id=""conf3"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:323px;""></div>
            <div id=""conf4"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:477px;""></div>
 <div id=""conf5"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:631px;""></div>","4","","","","","","","","","","","","4",""
"","","","","","","","","","","","Confidence Rating","193","2.1.0","263394","65456ebc819cdd5600552571","Prolific","0","","9829","","","","If you understand how to use and take advantage of the whole rating scale, choose any point on the rating scale and click &apos;Submit&apos; to continue.<br><br>
            <div id=""conf1"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:15px;""></div>
            <div id=""conf2"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:169px;""></div>
            <div id=""conf3"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:323px;""></div>
            <div id=""conf4"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:477px;""></div>
 <div id=""conf5"" class=""conf"" style=""height:25px; width:154px; margin-top:2px; margin-left:631px;""></div>","5","","","","","","","","","","","","50",""
